No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
13,Kenny Anderson,PG,6-1,168,"October 9, 1970",us US,12,Georgia Tech
24,Jonathan Bender,SF,6-11,202,"January 30, 1981",us US,4,
2,Jamison Brewer,PG,6-4,184,"November 19, 1980",us US,2,Auburn
27,Primož Brezec,C,7-2,252,"October 2, 1979",si SI,2,
44,Austin Croshere,PF,6-9,235,"May 1, 1975",us US,6,Providence
10,Jeff Foster,C,6-11,236,"January 16, 1977",us US,4,Texas State University
3,Al Harrington,PF,6-9,230,"February 17, 1980",us US,5,
8,Anthony Johnson,PG,6-3,190,"October 2, 1974",us US,6,College of Charleston
20,Fred Jones,SG,6-4,210,"March 11, 1979",us US,1,Oregon
33,James Jones,SF,6-8,218,"October 4, 1980",us US,R,Miami (FL)
31,Reggie Miller,SG,6-7,185,"August 24, 1965",us US,16,UCLA
7,Jermaine O'Neal,PF,6-11,226,"October 13, 1978",us US,7,
62,Scot Pollard,C,6-11,265,"February 12, 1975",us US,6,Kansas
11,Jamaal Tinsley,PG,6-3,195,"February 28, 1978",us US,2,Iowa State
23,Metta World Peace,SF,6-7,260,"November 13, 1979",us US,4,St. John's
