No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College
9,Alan Anderson,SF,6-6,220,"October 16, 1982",us US,7,Michigan State
30,Brandon Bass,PF,6-8,250,"April 30, 1985",us US,11,LSU
11,Jamal Crawford,SG,6-5,185,"March 20, 1980",us US,16,Michigan
2,Raymond Felton,PG,6-1,205,"June 26, 1984",us US,11,UNC
32,Blake Griffin,PF,6-9,250,"March 16, 1989",us US,6,Oklahoma
10,Brice Johnson,PF,6-10,230,"June 27, 1994",us US,R,UNC
33,Wesley Johnson,SF,6-7,215,"July 11, 1987",us US,6,"Iowa State, Syracuse"
6,DeAndre Jordan,C,6-11,265,"July 21, 1988",us US,8,Texas A&M
12,Luc Mbah a Moute,SF,6-8,230,"September 9, 1986",cm CM,8,UCLA
3,Chris Paul,PG,6-0,175,"May 6, 1985",us US,11,Wake Forest
34,Paul Pierce,SF,6-7,235,"October 13, 1977",us US,18,Kansas
4,JJ Redick,SG,6-3,200,"June 24, 1984",us US,10,Duke
25,Austin Rivers,SG,6-4,200,"August 1, 1992",us US,4,Duke
5,Marreese Speights,C,6-10,255,"August 4, 1987",us US,8,Florida
0,Diamond Stone,C,6-11,255,"February 10, 1997",us US,R,Maryland
